2106	05STB026_1	05STB026	05STB026.1	\N	\N	Ztritici	Syngenta	\N	Europe	Belgium	\N	\N	51.0536024	3.1457942	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2107	05STB028_1	05STB028	05STB028.1	\N	\N	Ztritici	Syngenta	\N	Europe	Belgium	\N	Zevekote	51.1375112	2.9200416	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2108	05STCH001_1	05STCH001	05STCH001.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	Wünnewil	46.8746919	7.2757147	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2109	05STCH002_1	05STCH002	05STCH002.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	Wengi	47.0834179	7.3998035	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2110	05STCH003_1	05STCH003	05STCH003.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	Wengi	47.0834179	7.3998035	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2111	05STCH004_1	05STCH004	05STCH004.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	Wengi	47.0834179	7.3998035	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2112	05STCH005_1	05STCH005	05STCH005.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	Belmont sur Yverdon	46.7453758	6.624103	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2113	05STCH008_1	05STCH008	05STCH008.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	Dielsdorf	47.4764856	8.4577034	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2114	05STCH010_1	05STCH010	05STCH010.1	\N	\N	Ztritici	Syngenta	\N	Europe	CH	\N	St. Urban	47.229195	7.8424761	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2061	05STD001_1	05STD001	05STD001.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Parchim	53.427957	11.8776221	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2062	05STD004_1	05STD004	05STD004.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Veelböken	53.7484086	11.1835071	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2063	05STD006_1	05STD006	05STD006.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Lützow	53.6527757	11.1745225	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2064	05STD025_1	05STD025	05STD025.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Rothenburg	49.3794948	10.1858968	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2065	05STD026_1	05STD026	05STD026.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Rothenburg	49.3794948	10.1858968	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2066	05STD031_1	05STD031	05STD031.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Riepen/Bad Nemmdorf	52.3453845	9.3346529	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2067	05STD040_1	05STD040	05STD040.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Hilgermissen	52.8453301	9.1248162	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2068	05STD041_1	05STD041	05STD041.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Hilgermissen	52.8453301	9.1248162	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2069	05STD042_1	05STD042	05STD042.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Hilgermissen	52.8453301	9.1248162	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2070	05STD046_1	05STD046	05STD046.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Kritzkow	53.8882929	12.2492153	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2071	05STD055_1	05STD055	05STD055.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Iserlohn	51.421991	7.67204	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2072	05STD059_1	05STD059	05STD059.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Wachtberg-Adendorf	50.6143584	7.0602662	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2073	05STD069_1	05STD069	05STD069.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Peinkofer	48.976096	12.6822424	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2074	05STD082_1	05STD082	05STD082.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Rohlstorf	53.9614911	10.3727602	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2075	05STD087_1	05STD087	05STD087.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Döbeln	51.1229322	13.1167196	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2076	05STD092_1	05STD092	05STD092.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Upstedt	52.0339501	10.0699241	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2077	05STD093_1	05STD093	05STD093.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Hemmelte	52.7809403	7.9868148	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2078	05STD094_1	05STD094	05STD094.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Rohlstorf	53.9614911	10.3727602	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2079	05STD098_1	05STD098	05STD098.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Iserlohn	51.421991	7.67204	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2080	05STD104_1	05STD104	05STD104.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Brokel	51.7281977	9.1585552	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2081	05STD108_1	05STD108	05STD108.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Schleswig_Holstein	54.5239312	9.563227	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2082	05STD115_1	05STD115	05STD115.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Rothenburg	49.3794948	10.1858968	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2083	05STD127_1	05STD127	05STD127.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Sickte	52.2164112	10.6370394	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2084	05STD133_1	05STD133	05STD133.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	Salching	48.8107292	12.5702748	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2085	05STD138_1	05STD138	05STD138.1	\N	\N	Ztritici	Syngenta	\N	Europe	Germany	\N	\N	51.165691	10.451526	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2086	05STIR001_Bulk	05STIR001	05STIR001.Bulk	\N	\N	Ztritici	Syngenta	\N	Europe	Ireland	\N	\N	52.6541454	-7.2447879	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2087	05STIR019_1	05STIR019	05STIR019.1	\N	\N	Ztritici	Syngenta	\N	Europe	Ireland	\N	\N	53.1423672	-7.6920536	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2088	05STNL001_1	05STNL001	05STNL001.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Groningen	53.2193835	6.5665017	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2089	05STNL002_1	05STNL002	05STNL002.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Groningen	53.2193835	6.5665017	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2090	05STNL003_1	05STNL003	05STNL003.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Gelderland	52.045155	5.8718235	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2091	05STNL004_1	05STNL004	05STNL004.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Zeeland	51.4940309	3.8496815	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2092	05STNL006_1	05STNL006	05STNL006.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	v	52.5279781	5.5953508	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2093	05STNL015_1	05STNL015	05STNL015.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Ziud. Holland	52.367614	4.887355	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2094	05STNL019_1	05STNL019	05STNL019.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Flevopolder	52.5	5.466667	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2095	05STNL021_1	05STNL021	05STNL021.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Flevopolder	52.5	5.466667	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2096	05STNL024_1	05STNL024	05STNL024.1	\N	\N	Ztritici	Syngenta	\N	Europe	Netherlands	\N	Groningen	53.2193835	6.5665017	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
2115	05STPL002_1	05STPL002	05STPL002.1	\N	\N	Ztritici	Syngenta	\N	Europe	Poland	\N	Nowy Tomysl	52.3181885	16.1282552	\N	\N	\N	2005	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	guido_gabriel_daniel_list
